position,point_cloud
-0.011334062474112325#0.0245534479837789#-0.0029575527169126083,"-3.528710350147725,-0.0003269611431791628#-3.5285238635311265,-0.061915375346461674#-3.5283375014501055,-0.12353501936345243#-3.5281506356668717,-0.18522348712294232#-3.527963611276884,-0.2470185728328749#-3.5277763020166364,-0.3089583226068323#-3.5275880920746943,-0.37108108552206#-3.527399510395153,-0.43342576732866367#-3.527210060684115,-0.4960317251187955#-3.5270196053944463,-0.558938997218483#-3.5268280797487517,-0.6221883896006177#-3.526635436283045,-0.6858215807665987#-3.5264415824928412,-0.7498812239879264#-3.526246311684006,-0.8144110466029684#-3.526049458473478,-0.879456003765615#-3.5258508111899767,-0.9450623910941391#-3.5256504751547597,-1.0112780846730696#-3.525447846489588,-1.0781524061263839#-3.525243327654662,-1.1457367713631634#-3.5250365933745242,-1.2140843596580324#-3.524827142299787,-1.283250426077897#-3.524615039517849,-1.3532927640307262#-3.5244002878135343,-1.4242717178243443#-3.5241824253858445,-1.4962502333440406#-3.5239614305506555,-1.5692944591729636#-3.523736837646203,-1.643473646487039#-3.5235085863893696,-1.7188608063208022#-3.523276531303156,-1.7955328185799748#-3.5230403695488435,-1.873570729459971#-3.5227995441914954,-1.9530600573481889#-3.5225543608898473,-2.0340918212491657#-3.5223041414276204,-2.1167619847640604#-3.5220488862498884,-2.201172878917912#-3.5217875915711416,-2.287432740642682#-3.4066484378532293,-2.29816371710821#-3.281086060397341,-2.297783644652847#-3.16166900166798,-2.2974221742700704#-3.0478893318069997,-2.29707783916731#-2.9392922690040613,-2.296749126904882#-2.835469842844019,-2.2964348652138167#-2.736054573240631,-2.296133847216568#-2.640715018417592,-2.2958452551941564#-2.549150927715068,-2.2955681842761826#-2.4610896517838916,-2.2953016771549173#-2.3762832023851996,-2.2950449159096786#-2.294505582979587,-2.2947973071421606#-2.2155502194908223,-2.294558318040094#-2.139227668080453,-2.2943272460711532#-2.065364230353084,-2.294103659698766#-1.9938001279897937,-2.2938871754828387#-1.9243877698689376,-2.29367706600001#-1.8569911715308745,-2.2934730026883923#-1.791484468633774,-2.293274625492897#-1.7277511001151624,-2.2930817365795333#-1.665682594346635,-2.2928938440371787#-1.6051782639958727,-2.2927107648935032#-1.5461440722452635,-2.2925320206387445#-1.4884925050213509,-2.2923575272130585#-1.4321416409684795,-2.2921870670418856#-1.3770145504737026,-2.292020084609857#-1.323039455168374,-2.29185666673018#-1.2701487651753813,-2.2916966688154634#-1.2182786778681967,-2.2915395941626917#-1.1673693481041576,-2.2913854998864656#-1.11736414298796,-2.291234210840586#-1.068209398978918,-2.2910853296771303#-1.01985457918821,-2.290939097762454#-0.9722513278971182,-2.29079486235911#-0.925354128117136,-2.2906529915956257#-0.8791193144963468,-2.290513073558253#-0.8335053472555959,-2.290374935815705#-0.7884725985012085,-2.290238566512743#-0.7439831555859004,-2.2901040186302186#-0.7000005029925441,-2.2899708426108294#-0.6564897307653007,-2.289839094721583#-0.6134172108407042,-2.2897087556759095#-0.5707504563177942,-2.2895795844917406#-0.5284581621320394,-2.2894516577528825#-0.4865098963811079,-2.2893245156388664#-0.4448763408632214,-2.289198621431272#-0.40352876112278624,-2.2890733234737497#-0.3624393659505672,-2.288949009398255#-0.3215808793361809,-2.2888252800405717#-0.2809267143453408,-2.28870240071556#-0.24045067302433024,-2.2885796859463827#-0.2001271506894252,-2.288457660078483#-0.15993081609933268,-2.288335954387474#-0.11983670136194052,-2.288214752017409#-0.07982005010597816,-2.288093618329417#-0.03985633110925582,-2.287972705150192#7.887329881880554e-05,-2.2878518090957507#0.04000990439855942,-2.2877308543589803#0.07996109769665703,-2.287609895284592#0.11995684106857904,-2.287488876312927#0.16002162443272394,-2.2873676267494933#0.2001801099008521,-2.287246089605798#0.24045717645689088,-2.28712407039784#0.28087802628688624,-2.28700169420456#0.32146820706308854,-2.2868789084409507#0.36225365820015243,-2.2867554584746324#0.40326083877662855,-2.2866313295325242#0.44451676675634977,-2.286506474139952#0.48604908145884584,-2.2863807724002543#0.5278861041605535,-2.2862539880680792#0.5700570696932469,-2.2861264144933293#0.6125919346089449,-2.2859976554094312#0.6555217190128338,-2.2858677237673364#0.6988784780234337,-2.2857365073548563#0.7426954428955412,-2.285603922778634#0.7870070271809206,-2.2854696059897597#0.8318492946979971,-2.285333949793693#0.8772595152447252,-2.285196422261927#0.918182480771001,-2.272448881863858#0.9642280797587365,-2.271455182682669#1.0113051993008395,-2.2713127726031446#1.0591137038145937,-2.271168077757084#1.10770062127576,-2.2710210095370966#1.996576738832169,-3.91833761370033#2.08335965950712,-3.9180748823083587#2.1717565118129603,-3.91780714686575#2.2618684282326265,-3.9175345996361552#2.353801999582379,-3.9172562960385555#2.4476709642821337,-3.916972184476284#2.5435960538347775,-3.916681762650976#2.641706061751833,-3.916384742021972#2.742138463788236,-3.9160808273337837#2.845039768813552,-3.9157690581142934#2.950567846433412,-3.915449792016265#3.0588909758912,-3.9151219437635003#3.1701905571710167,-3.914785163571527#3.2846613335937644,-3.9144384508349077#3.4025140287007893,-3.9140816441828505#3.523975960865471,-3.91371416803765#3.6492925713236417,-3.9133347846313398#3.7787306530556246,-3.912942919651255#3.9125801084126115,-3.912537981572237#4.051155727294552,-3.9121185241309666#4.1948014182258335,-3.9116835253389497#4.343893615218119,-3.911232289119831#4.498843719593487,-3.9107630839544787#4.660104923528716,-3.910275239634702#4.828174212677929,-3.9097663579596307#5.003601774756838,-3.9092352319162056#5.186996328527741,-3.9086803691463032#5.37903168666197,-3.908098852540875#5.580460093134165,-3.9074892156233596#5.792119418073448,-3.9068484376329904#6.014949178951876,-3.9061739722866684#6.25000471460875,-3.9054626457772352#6.498475363516963,-3.904710363762702#6.568510509542133,-3.792369089132352#6.568051676729181,-3.640773082444667#6.567601619375352,-3.4921029557489716#6.567160160677412,-3.34618695817523#6.566725987590469,-3.202862349018601#6.566299441909317,-3.0619760385150814#6.56588016091196,-2.923382645217901#6.565467174545032,-2.7869439598052193#6.56506028502351,-2.65252896652329#6.5646592335125336,-2.5200128948403524#6.564263233836261,-2.389276551584748#6.563872703837982,-2.260206504050875#6.563486489412586,-2.132693630549298#6.563104884710837,-2.0066337987002134#6.562727682638817,-1.88192679821452#6.562353975179577,-1.7584759925207585#6.5619837760499,-1.6361884687240729#6.561616876498298,-1.5149743880574578#6.561252580633662,-1.394746669829083#6.560891756291458,-1.27542117049536#6.56053280455787,-1.1569155821405275#6.560176481548946,-1.0391501830166145#6.559821819443881,-0.9220468286047153#6.559469063505017,-0.8055292525828076#6.559117895400861,-0.6895225676013917#6.558767993978631,-0.5739531676097145#6.558419589948072,-0.4587485768661399#6.558071630399106,-0.3438371210439723#6.557724208936507,-0.2291479449397943#6.557377659038904,-0.11461072041783385#6.557031152789855,-0.00015545243868296093#6.556684625653262,0.11428762432711739#6.5563383071844745,0.22878826598786683#6.55599128672033,0.3434163401451033#6.5556434053035835,0.45824202930774777#6.555295225754561,0.5733360665993301#6.554945616865953,0.6887697206336123#6.554595030595724,0.804615227194218#6.554243063502613,0.9209457696228417#6.55388886208553,1.0378356558181776#6.553533390381826,1.1553608725789286#6.553175557135869,1.2735986990152357#6.552814932018846,1.3926283099557868#6.552452070758814,1.5125311320203858#6.552086499464986,1.6333906648435212#6.551717494893459,1.7552928414195765#6.551344829132979,1.8783264782637223#6.550968561074024,2.0025835344982834#6.550588357668277,2.128159213724213#6.550204167296757,2.255152473606234#6.549815053602308,2.3836659666817974#6.549421162947365,2.5138070709539044#6.549022050406671,2.645687711940852#6.548617235127541,2.7794249611892434#6.503718569035403,2.895336410114798#6.207794262314034,2.8944406906954647#5.933390025268716,2.8936100978655506#5.6780908203006,2.892837380459705#5.439828220104857,2.892116245079264#5.21682032152558,2.8914411958996142#5.0075240143103805,2.8908075661341193#4.810596332357761,2.8902114600827478#4.624862569648261,2.8896493945473787#4.449290150389022,2.889117898650659#4.282969240488842,2.888614532558125#4.125093117513426,2.8881364617486516#3.974946193985323,2.887682143605022#3.831888521047212,2.8872489897385893#3.6953488431769026,2.886835669208852#3.5648136735298928,2.886440457006709#3.4398212368018517,2.886062195337552#3.3199541299280204,2.885699430290384#3.2048347861911752,2.885351073769172#3.094120369784998,2.8850159891996796#2.987498920582109,2.8846930844169#2.884686654794136,2.8843820535306266#2.785423005126348,2.8840814723026145#2.6894702144536184,2.8837909469903718#2.5966097733136206,2.8835098781337214#2.506640496014576,2.883237504856889#2.4193772893432923,2.8829735029645707#2.3346487333499315,2.8827169941548547#2.2522967450902294,2.8824677687526568#2.172174450751665,2.8822252045628125#2.0941456310817386,2.88198891406767#2.0180837366225455,2.8817587619992917#1.9438704136451006,2.8815340058470036#1.87139572052923,2.8813146977290582#1.8005564624906307,2.881100287608413#1.7312561830880684,2.8808905217977903#1.6634043744087441,2.8806851096607824#1.5969160977584524,2.8804839455995204#1.531711158367472,2.8802864589566393#1.467714346287656,2.880092800147154#1.4048543180355513,2.879902486158#1.3430638509880175,2.8797155346355106#1.2822790247219689,2.879531450356285#1.2224394578771531,2.879350331077468#1.1634876384827704,2.879172012179782#1.1053687007553943,2.87899604147844#1.048030542611925,2.878822531702359#0.9914231657570604,2.8786510001377077#0.935499033374854,2.878481869250574#0.8802122329407472,2.8783145859069736#0.8255187669554614,2.8781488722615456#0.7713764719834093,2.877985084999746#0.717744446224839,2.8778227209008196#0.6645833388773634,2.87766189100546#0.6118549443863962,2.8775022586515333#0.5595222784922654,2.877343815069587#0.5075493704050797,2.8771864900247803#0.4559011753667118,2.8770302172055864#0.4045434512152608,2.876874757575665#0.3534427153180982,2.876719986704675#0.30256614962966166,2.8765659427709647#0.2518814829347025,2.8764126308523505#0.20135687958793,2.8762595811483362#0.1509609641802754,2.8761070655421443#0.10066263705371399,2.8759549337764274#0.05043103859809657,2.8758028680510495#0.0002354879806071504,2.875650873078854#-0.0499546119633876,2.8754988078903856#-0.10016985337119935,2.8753468655571535#-0.15044088962544944,2.8751948559694824#-0.200798493042583,2.8750424380569095#-0.2512736578854356,2.8748895843593836#-0.3018976778069179,2.874736325196895#-0.3527021975008762,2.874582489244702#-0.40371933794929155,2.8744281503727582#-0.4549816834562782,2.8742728855049107#-0.5065225241072067,2.8741169169584837#-0.5583757648013219,2.8739598886359645#-0.6105762048181218,2.8738019909427295#-0.6631594012852494,2.873642732721732#-0.7161620422802693,2.873482278991325#-0.7696218458485451,2.8733204455118897#-0.8235778185873933,2.873157315446205#-0.8780700949909436,2.8729922341450367#-0.9331405609819408,2.8728255474696023#-0.9888325770472286,2.8726571173995685#-1.045191124425701,2.872486444605024#-1.1022633117115135,2.8723136676729917#-1.1600981887056838,2.8721385211858#-1.2187473917876817,2.8719615160895433#-1.278264272134566,2.8717813511220847#-1.3387055854305276,2.8715984765476628#-1.4001307385624264,2.871412688257997#-1.462602206778595,2.8712235776696673#-1.5261861204579106,2.871031150441062#-1.590952235642563,2.8708351366444997#-1.6569744438995204,2.870635344881319#-1.724331088531149,2.870431558949968#-1.7931052872660294,2.870223408471145#-1.8633855197036047,2.8700106126866993#-1.9352662600604122,2.8697931692812877#-2.008847968390419,2.8695705085223637#-2.084238280042238,2.869342394883739#-2.1615523096821634,2.869108376785473#-2.240913662188648,2.8688681555726276#-2.322455213347969,2.868621487027316#-2.406319609733366,2.868367647626332#-2.4926610034984495,2.8681063006671046#-2.5816458018535813,2.867836950160878#-2.6734542216449935,2.8675592041080242#-2.7682812609138567,2.867272202749538#-2.866339187012926,2.866975479516018#-2.967858805101338,2.8666682507649095#-3.073091947219908,2.8663497321901192#-3.1823140733590076,2.8660192132874918#-3.2958267903504868,2.865675725131076#-3.413961168106738,2.865318082315356#-3.5370822839723526,2.8649455032875872#-3.5370736735636616,2.764122822769357#-3.5367761450247683,2.6657961283887506#-3.536486614131906,2.5700390797663326#-3.5362040612374397,2.476695730127203#-3.535928312767871,2.3856213553753673#-3.5356592783607113,2.2966809015086187#-3.5353960464710426,2.20974756053254#-3.5351387081652055,2.1247032023468617#-3.534886931414038,2.041436741822475#-3.5346400516502587,1.9598436178108196#-3.534397959998368,1.8798257401808411#-3.5341600833398696,1.8012903964614513#-3.5339266212127605,1.724150443023346#-3.5336972167215186,1.6483231792115765#-3.533471483971746,1.5737302576403212#-3.5332493124987847,1.50029746430038#-3.5330302724761125,1.4279541273901655#-3.5328145257681762,1.3566332041118183#-3.532601510953143,1.2862704706164352#-3.532391259576239,1.2168047969351106#-3.5321837027064102,1.1481776318155115#-3.531978389292406,1.080332712608223#-3.531775325871767,1.0132161439992897#-3.5315742157813284,0.946775965715643#-3.5313750494112814,0.8809621560119171#-3.531177536672292,0.815726312719528#-3.5309816789854898,0.7510216497196804#-3.5307874078305717,0.6868027578277132#-3.5305944394043145,0.6230254515520608#-3.530402588517122,0.5596467112821242#-3.53021184343518,0.49662456423139767#-3.530022196235994,0.4339179331011202#-3.5298332252650493,0.37148648175172916#-3.5296450908754857,0.3092906330699613#-3.5294573936105764,0.24729133542844675#-3.5292701582633224,0.18545006438005157#-3.529083388749992,0.12372867319325251#-3.5288968517326853,0.062089296258690016"
0.9837763999673877#-0.01712760789716763#-0.05803739515905148,"-4.534481505955986,-0.0004201532882544678#-4.529664362267312,-0.07948249183799165#-4.524854427683751,-0.15842531478663316#-4.520048641902355,-0.23729688946805053#-4.515244229867056,-0.3161453202319036#-4.510438700738842,-0.39501869050047295#-4.505628415114465,-0.47396505476249695#-4.500810473096169,-0.5530326880053517#-4.495982684974598,-0.632270267141288#-4.491141646925545,-0.7117267521448869#-4.486283656134331,-0.7914515650279844#-4.4814065414580115,-0.8714950478578011#-4.476507249951463,-0.9519082217183572#-4.471581795426137,-1.032742834190909#-4.466627516056561,-1.114051981358555#-4.461641120070652,-1.1958898577772843#-4.456619062009202,-1.278311965665946#-4.451558354801399,-1.3613755075174703#-4.446454622957957,-1.4451389848059086#-4.441304264888003,-1.5296629982842687#-4.4361042881390205,-1.615010463794319#-4.4308499054125745,-1.701245965381037#-4.425537072073453,-1.7884368327094116#-4.420162272785501,-1.8766533719802356#-4.414720115614254,-1.9659681164984553#-4.409206633437757,-2.056457459181678#-4.403616838214699,-2.1482009206675268#-4.397945341374708,-2.2412816946385012#-4.392186919150696,-2.3357872708939516#-4.386336183812894,-2.431809670473934#-4.356107450410135,-2.5154253503481674#-4.166453719441938,-2.5038697654936017#-3.9890966514360238,-2.4930634537195475#-3.822779372918499,-2.482929611881062#-3.6664103990417645,-2.4734020856040675#-3.5190354601427636,-2.464422443186459#-3.379818101687504,-2.455939900008442#-3.2480212917600397,-2.447909657540681#-3.1229923645995954,-2.440291515874028#-3.0041530035526685,-2.4330506336387314#-2.8909871465733117,-2.42615534939888#-2.7830339521166416,-2.419577746727094#-2.6798799189292533,-2.413292603701908#-2.581153105395399,-2.407277218655306#-2.486517919521007,-2.4015110251955303#-2.3956711442283796,-2.395975730612277#-2.3083374453140606,-2.390654402411184#-2.224266906280086,-2.3855320505423037#-2.143231347243933,-2.3805945726351974#-2.065022586417733,-2.375829332924132#-1.9894499685683327,-2.371224676391705#-1.916338631459405,-2.366769957036327#-1.8455278449155146,-2.3624554114125185#-1.7768695746312377,-2.358272073795323#-1.7102271155221087,-2.3542115637128718#-1.6454740752155026,-2.3502661419102453#-1.5824933998861541,-2.3464286781633037#-1.5211765771155599,-2.3426927344327013#-1.4614223642043431,-2.3390517717574695#-1.403136986683342,-2.3355004882343766#-1.3462325576499592,-2.33203329663863#-1.2906270757144922,-2.3286451565297894#-1.2362439121675635,-2.325331571698937#-1.1830111064913638,-2.3220881206288886#-1.130861151615935,-2.3189107817297603#-1.0797303612386506,-2.315795379637623#-1.0295588955127408,-2.3127382818212423#-0.9802904496724698,-2.3097364449853703#-0.9318714177589609,-2.3067861114051387#-0.8842514892985175,-2.3038847664403423#-0.8373825019842395,-2.301028902274352#-0.7912190950165436,-2.2982161833052226#-0.7457178911852567,-2.2954438236211234#-0.700837627417543,-2.2927093985357025#-0.6565387480344126,-2.290010067173807#-0.612783705055289,-2.2873440620905297#-0.5695363591657613,-2.2847092037112895#-0.5267618663989988,-2.2821027560680625#-0.4844270314999145,-2.279523371467394#-0.4424995981043741,-2.2769686245820515#-0.4009485905971506,-2.274436945378141#-0.35974397206432907,-2.27192652303102#-0.31885655489906284,-2.26943512644817#-0.2782581371522624,-2.2669615739574986#-0.23792111434796423,-2.264503660172253#-0.19781868627437135,-2.2620603269057997#-0.15792453928101247,-2.2596295706536176#-0.11821293793138232,-2.257209897967165#-0.0786585994765618,-2.2547998811087075#-0.03923662115818641,-2.252397944160024#7.756844633901012e-05,-2.2500023828487117#0.03930827130236571,-2.247612096098224#0.0780086085678735,-2.2317510641766805#0.11690964037014558,-2.2293809965166047#0.15579917349357714,-2.2270114241551187#0.19470091437535986,-2.2246411257756007#0.23363858111727623,-2.2222685574232415#0.4741485073441339,-3.860673808968678#0.5421155516242891,-3.8565326016955552#0.6102702062607952,-3.8523799379832626#0.6786549398820134,-3.8482131123468815#0.74731287320961,-3.8440298557703247#0.8162876735969158,-3.8398271138741937#0.8856239684968218,-3.835602630844623#0.9553670615657288,-3.8313530190188976#1.0255635621956882,-3.8270760129241426#1.0962610046416872,-3.8227682998953783#1.1675084314425774,-3.818427277858489#1.2393561327449982,-3.8140495755272004#1.3118561691941217,-3.809632314037882#1.385062053184767,-3.805171625304171#1.459029735670659,-3.800664995919978#1.533816610697098,-3.796107979577251#1.609482982322552,-3.7914976118003842#1.686091372186724,-3.7868300015378846#1.7637069991763685,-3.7821010346848776#1.8423979236125474,-3.777306171077779#1.9222358311510115,-3.772441506058564#2.0032958200108966,-3.76750264813851#2.085656549099937,-3.7624844633940366#2.1694010891610507,-3.757382048043118#2.254616662270082,-3.7521895711694975#2.341396048445147,-3.746901984961897#2.4298371101902574,-3.741513390597874#2.5200432373319837,-3.7360170485348245#2.6121246349309097,-3.7304065190521176#2.7061983519238573,-3.7246747436512884#2.802388817332071,-3.7188138972079696#2.900828977383819,-3.7128159434160812#3.001660921693112,-3.7066723373255974#3.1050365150056827,-3.7003736736190067#3.2111186572085537,-3.6939099993284237#3.320082298615098,-3.68727064981161#3.4321158108054637,-3.680444339500197#3.547422087432701,-3.673418778554559#3.6662200001690883,-3.666180525893688#3.788746244910762,-3.6587150348440183#3.915257261568754,-3.651006519879475#4.046032280048548,-3.6430385958594425#4.1813736388241,-3.634792112407782#4.321612091626503,-3.626247270071561#4.46710872745753,-3.617382192651706#4.61825874481727,-3.6081727939314585#4.775495343608133,-3.5985922719572763#4.939296027299571,-3.5886119028661176#5.110186808566682,-3.5781995590045326#5.288749221543826,-3.5673196876341016#5.47562834249501,-3.555933105505682#5.671541030744949,-3.5439959889620507#5.781578562266258,-3.473951729928781#5.772994697957107,-3.333073245822301#5.764606881072538,-3.1954111502873883#5.756403262449276,-3.060775304637623#5.748373526531712,-2.928987881303026#5.740507187629218,-2.799881458473141#5.732794307715421,-2.6732985541177365#5.725226182133985,-2.5490911272545924#5.717794236280809,-2.4271193026437086#5.710491021956736,-2.3072511433544562#5.703307643217868,-2.1893609847681863#5.696237750554159,-2.0733305178100037#5.689274437691799,-1.9590469936875226#5.6824110589772685,-1.8464031107845422#5.675641131369401,-1.7352965591072893#5.668959117910553,-1.625629859700148#5.66235936265087,-1.5173096480176116#5.655835891251349,-1.4102463191141583#5.649383577456905,-1.3043540318262357#5.642997917342552,-1.1995503078629943#5.636673838238983,-1.095755487441694#5.630406341278408,-0.9928926543103864#5.624191140852052,-0.890887504288131#5.618023881131031,-0.7896679582467029#5.611899796699468,-0.6891639254701204#5.605815726613042,-0.589307360373076#5.599766912302938,-0.4900316584064268#5.593748981571156,-0.39127176135165587#5.587759464740519,-0.2929640351192175#5.581793109574945,-0.19504577798425476#5.5758466990968865,-0.09745539152255552#5.569916723593385,-0.0001320501790776453#5.5639994191492175,0.09698442302441362#5.558091274094966,0.1939536987298269#5.552188096057181,0.29083505946802585#5.546286928295551,0.38768761813509484#5.540383668639479,0.4845703619188696#5.534474965182241,0.5815423953806766#5.528557718625939,0.6786630911695335#5.522627161594461,0.7759919905925218#5.516680608365216,0.8735893997598612#5.510713623123059,0.9715160541469517#5.504723263025283,1.0698337508436973#5.4987051862537,1.1686050330919961#5.492655454360682,1.2678936499599627#5.486570433491975,1.3677647462077975#5.4804453016779195,1.4682846770063973#5.474277167894611,1.5695219870103825#5.468060790308321,1.6715464899913726#5.461791665827949,1.7744302683081963#5.4554663027059584,1.8782480687621312#5.449078876622739,1.983076432185158#5.442625115056808,2.088995219330815#5.436100267151889,2.196087227525681#5.429498446616089,2.30443816876542#5.4228141609536245,2.4141375612788587#5.416042452084116,2.5252791882962184#5.409176427144183,2.6379603336478534#5.402210830703093,2.7522838085486714#5.395138244069214,2.8683565599467076#5.387952540465699,2.9862918361924105#5.380645915809895,3.106208153902182#5.373210951287153,3.2282309293743747#5.183833092572354,3.2388984389920186#4.967675332637563,3.2257279775187664#4.764450009910187,3.213345407239594#4.572917366930115,3.201675455015112#4.391988684316992,3.1906513144274076#4.22070619550743,3.1802150902949213#4.058221754711924,3.1703148504350502#3.903783075118514,3.1609050108480092#3.756719320531655,3.15194449452291#3.616430918291848,3.1433966350690445#3.4823804532063645,3.1352287560112564#3.354084968182126,3.1274118669830973#3.231107542720459,3.1199186447494536#3.1130543827644983,3.1127256675826303#2.9995675702277174,3.1058109444389825#2.890321840122474,3.099154588751251#2.785021124024268,3.092738849121288#2.6833939811105214,3.086546387065193#2.5851936291227786,3.080563236508192#2.4901920674984592,3.074774756966174#2.39818060594559,3.069168534454793#2.308966580170954,3.063732598253803#2.2223725810015567,3.0584564159780956#2.1382342793921656,3.053329878252771#2.0563994901852545,3.048343664773277#1.9767271229134187,3.043489332678073#1.8990856692847013,3.038758507134369#1.8233531736226252,3.034144182179726#1.7494154374345423,3.029639141726847#1.6771659331784199,3.0252369247251556#1.606504977065122,3.020931529035065#1.537339073255201,3.0167172566421354#1.4695804072709286,3.0125887176876174#1.4031464653302175,3.008541009132099#1.33795927034469,3.0045689931554844#1.2739456472956003,3.000668701978294#1.2110333396520254,2.996828829131009#1.149162481837276,2.9930594506286616#1.088267631084023,2.9893493075870476#1.028289727998007,2.985695065610498#0.9691725042899688,2.982093387858157#0.9108621899289975,2.9785406620226875#0.8533077202555013,2.975034306976507#0.7964598899671905,2.971570649844002#0.7402718947169684,2.9681473530948588#0.6846986058607154,2.9647614823421513#0.6296967021918608,2.9614105425586352#0.5752243353962421,2.958091656671666#0.5212412615361642,2.954802829404348#0.46770836057954107,2.9515411649129017#0.414587880309698,2.948304821340728#0.3618430143800205,2.945091202628533#0.30943802438840284,2.94189843590735#0.2573379818830184,2.938724247856913#0.20550874874650937,2.935566486735455#0.15391688091710606,2.932423167245102#0.10252953035088203,2.9292925091268485#0.051314328780317345,2.926172015900559#0.00023937036271315043,2.923060407374235#-0.050726931771948265,2.91995525748615#-0.10161588118391035,2.9168546785253864#-0.1524586093095358,2.9137570930774723#-0.20328611207100103,2.910660286418466#-0.25412937369020455,2.907562597886189#-0.30501941557352735,2.9044622012639207#-0.35598732820202644,2.9013568593941335#-0.4070644766594357,2.898245094401701#-0.4582823816906823,2.895124510489707#-0.5096730061037289,2.8919934242643293#-0.5612687121685689,2.8888498878399256#-0.6131023667375469,2.885691889527379#-0.6652074691225358,2.88251754509012#-0.717618070572307,2.879324352778926#-0.7703691121921815,2.876110303511627#-0.8234964870284872,2.8728735798256313#-0.8770368655720955,2.869611569989208#-0.9310281589496313,2.8663221729741677#-0.9855093456117394,2.8630027991079614#-1.0405208512555202,2.8596511879132693#-1.0961044206583557,2.856264628607883#-1.1523035394189216,2.8528407473476904#-1.2091631982917548,2.8493764955442415#-1.2667304319971695,2.845869129576467#-1.3250543620693782,2.842315837681044#-1.3841861050357565,2.838713154023707#-1.444179385869016,2.8350578741601167#-1.5050906956825718,2.831346854502365#-1.56697920852743,2.8275763844129727#-1.6299071212608716,2.8237423989195505#-1.6939402724136752,2.819841067213168#-1.7591482035521642,2.815868308828583#-1.825604185809459,2.8118193108379512#-1.893386278276839,2.8076896292503823#-1.9625771495040503,2.803474228778561#-2.033264520180915,2.799167515361925#-2.1055420591638248,2.7947638984084273#-2.1795096256758306,2.7902573246657427#-2.255273938584888,2.785641351520873#-2.332949126519703,2.780908974435325#-2.4126576022146264,2.7760527647170146#-2.494530663882329,2.7710645689872306#-2.578709751261693,2.7659358526078055#-2.66534727867589,2.7606574052734296#-2.754607649766605,2.7552191392248133#-2.846668812993238,2.7496102889475926#-2.941723366461572,2.7438189707478853#-3.0399807385219715,2.7378325972179947#-3.1416682151611997,2.7316369801235583#-3.247034686571161,2.725217641094926#-3.356350716095368,2.7185575905614576#-3.4699127936614502,2.7116384987015643#-3.5880474234157207,2.704441145723085#-3.71111228464688,2.6969432212270936#-3.8395031540842735,2.6891211318282418#-3.973656011658661,2.6809476329309665#-4.114055865229677,2.6723936865866045#-4.261241089689127,2.6634263825069016#-4.415811851924689,2.654008896758445#-4.578440415352953,2.644100551303239#-4.693031876035822,2.602134428408728#-4.686352868969221,2.4925112707632793#-4.67981540423512,2.385207898362884#-4.673410564401482,2.2800877773397574#-4.667131628927694,2.1770233193692614#-4.660969912856463,2.0758931875030915#-4.65491956826025,1.9765839902885354#-4.64897327860751,1.8789877440426228#-4.643125284096211,1.7830027263846746#-4.637369569578948,1.688532238971736#-4.6317006475997955,1.5954845179418187#-4.626112979872146,1.5037721400703976#-4.620601717093332,1.4133119279672897#-4.615161603617577,1.3240242689550867#-4.609788587039752,1.2358333067832525#-4.604477751428721,1.1486660551344698#-4.599225354360341,1.062452708966329#-4.594026700489918,0.9771258604914379#-4.588878160029739,0.8926207702718255#-4.58377592908444,0.8088748557914613#-4.578716161828605,0.7258275444835321#-4.573695092600316,0.6434201212354582#-4.568710094270474,0.561595687176675#-4.563756943737101,0.4802986153748431#-4.558832743930117,0.39947479962652005#-4.553934110579323,0.31907126848931455#-4.549057712458472,0.23903612016460715#-4.544200807192518,0.1593184049971646#-4.539360339209144,0.07986793062192173"
